"PO_ID","BP_COMPANY_NAME","RESP_BP_ID","NET_AMOUNT","CHANGED_AT","GROSS_AMOUNT","LIFECYCLE_STATUS","APPROVAL_STATUS","CONFIRM_STATUS","ORDERING_STATUS","INVOICING_STATUS","TEXT_NOTE_PO","TAX_AMOUNT","CREATED_AT","CURRENCY_CODE"
"300000315","Tessile Casa Di Roma","100000071","179028","05/15/2023, 00:00:00","213043.32","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000315 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","34015.32","05/15/2023, 00:00:00","EUR"
"300000316","Entertainment Argentinia","100000081","186.9","11/13/2018, 00:00:00","222.41","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000316 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","35.51","11/25/2025, 00:00:00","EUR"
"300000317","African Gold And Diamond Corporation","100000082","679.7","11/14/2018, 00:00:00","808.84","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000317 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","129.14","10/28/2027, 00:00:00","EUR"
"300000318","New Line Design","100000058","3477","11/15/2018, 00:00:00","4137.63","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000318 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","660.63","06/01/2022, 00:00:00","EUR"
"300000319","South American IT Company","100000087","1677","11/16/2018, 00:00:00","1995.63","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000319 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","318.63","07/12/2024, 00:00:00","EUR"
"300000320","Siwusha","100000088","9513","11/17/2018, 00:00:00","11320.47","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000320 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1807.47","06/22/2022, 00:00:00","EUR"
"300000321","Getränkegroßhandel Janssen","100000069","10797","11/18/2018, 00:00:00","12848.43","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000321 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","2051.43","01/18/2024, 00:00:00","EUR"
"300000322","JaTeCo","100000070","432","11/19/2018, 00:00:00","514.08","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000322 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","82.08","09/13/2020, 00:00:00","EUR"
"300000323","Anav Ideon","100000060","2740","11/20/2018, 00:00:00","3260.6","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000323 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","520.6","01/28/2025, 00:00:00","EUR"
"300000324","Panorama Studios","100000050","5140.92","11/21/2018, 00:00:00","6117.69","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000324 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","976.77","05/11/2018, 00:00:00","EUR"
"300000325","HEPA Tec","100000059","12023.1","11/22/2018, 00:00:00","14307.48","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000325 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","2284.38","02/20/2020, 00:00:00","EUR"
"300000326","PicoBit","100000083","2950.2","11/23/2018, 00:00:00","3510.74","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000326 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","560.54","02/25/2022, 00:00:00","EUR"
"300000327","Siwusha","100000088","7546","11/24/2018, 00:00:00","8979.74","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000327 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1433.74","09/15/2024, 00:00:00","EUR"
"300000328","Brazil Technologies","100000074","4638","11/25/2018, 00:00:00","5519.22","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000328 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","881.22","02/19/2018, 00:00:00","EUR"
"300000329","Danish Fish Trading Company","100000089","11851","11/26/2018, 00:00:00","14102.69","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000329 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","2251.69","10/26/2024, 00:00:00","EUR"
"300000330","Chemia A Technicznie Fabryka","100000086","2927","11/27/2018, 00:00:00","3483.13","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000330 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","556.13","07/26/2029, 00:00:00","EUR"
"300000331","JaTeCo","100000070","45194","11/28/2018, 00:00:00","53780.86","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000331 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","8586.86","08/08/2024, 00:00:00","EUR"
"300000332","Talpa","100000049","4094.33","05/15/2023, 00:00:00","4872.25","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000332 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","777.92","05/15/2023, 00:00:00","EUR"
"300000333","Florida Holiday Company","100000067","7405","11/30/2018, 00:00:00","8811.95","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000333 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1406.95","09/12/2029, 00:00:00","EUR"
"300000334","Vente Et Réparation de Ordinateur","100000072","4230","12/01/2018, 00:00:00","5033.7","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000334 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","803.7","09/21/2026, 00:00:00","EUR"
"300000335","C.R.T.U.","100000075","3388","05/15/2023, 00:00:00","4031.72","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000335 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","643.72","05/15/2023, 00:00:00","EUR"
"300000336","Talpa","100000049","5279.68","05/15/2023, 00:00:00","6282.82","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000336 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1003.14","05/15/2023, 00:00:00","EUR"
"300000337","Siwusha","100000088","10591","12/04/2018, 00:00:00","12603.29","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000337 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2012.29","12/02/2021, 00:00:00","EUR"
"300000338","Compostela","100000064","5192","12/05/2018, 00:00:00","6178.48","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000338 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","986.48","05/24/2026, 00:00:00","EUR"
"300000339","Russian Electronic Trading Company","100000066","6043","12/06/2018, 00:00:00","7191.17","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000339 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1148.17","08/20/2026, 00:00:00","EUR"
"300000340","Developement Para O Governo","100000073","16245","05/15/2023, 00:00:00","19331.55","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000340 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","3086.55","05/15/2023, 00:00:00","EUR"
"300000341","Vente Et Réparation de Ordinateur","100000072","2771","12/08/2018, 00:00:00","3297.49","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000341 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","526.49","01/04/2026, 00:00:00","EUR"
"300000342","Telecomunicaciones Star","100000055","1229.9","12/09/2018, 00:00:00","1463.58","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000342 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","233.68","10/31/2028, 00:00:00","EUR"
"300000343","TECUM","100000051","6631.99","12/10/2018, 00:00:00","7892.07","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000343 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1260.08","08/20/2024, 00:00:00","EUR"
"300000344","Angeré","100000078","4298.97","12/11/2018, 00:00:00","5115.77","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000344 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","816.8","06/10/2028, 00:00:00","EUR"
"300000345","Japan Insurance Partner","100000080","438","12/12/2018, 00:00:00","521.22","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000345 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","83.22","11/19/2018, 00:00:00","EUR"
"300000346","Vente Et Réparation de Ordinateur","100000072","2771","05/15/2023, 00:00:00","3297.49","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000346 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","526.49","05/15/2023, 00:00:00","EUR"
"300000347","Danish Fish Trading Company","100000089","6534","05/15/2023, 00:00:00","7775.46","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000347 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","1241.46","05/15/2023, 00:00:00","EUR"
"300000348","Baleda","100000077","4398.99","12/15/2018, 00:00:00","5234.8","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000348 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","835.81","09/19/2027, 00:00:00","EUR"
"300000349","Danish Fish Trading Company","100000089","20422","12/16/2018, 00:00:00","24302.18","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000349 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","3880.18","12/26/2018, 00:00:00","EUR"
"300000350","Pear Computing Services","100000056","4208.2","12/17/2018, 00:00:00","5007.75","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000350 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","799.55","02/20/2022, 00:00:00","EUR"
"300000351","Robert Brown Entertainment","100000061","3070","05/15/2023, 00:00:00","3653.3","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000351 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","583.3","05/15/2023, 00:00:00","EUR"
"300000352","Pear Computing Services","100000056","3423.6","12/19/2018, 00:00:00","4074.08","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000352 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","650.48","05/08/2021, 00:00:00","EUR"
"300000353","Jologa","100000076","3947","12/20/2018, 00:00:00","4696.93","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000353 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","749.93","08/27/2019, 00:00:00","EUR"
"300000354","TECUM","100000051","7150.96","12/21/2018, 00:00:00","8509.64","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000354 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1358.68","02/20/2022, 00:00:00","EUR"
"300000355","New Line Design","100000058","5409","12/22/2018, 00:00:00","6436.71","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000355 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1027.71","09/23/2029, 00:00:00","EUR"
"300000356","C.R.T.U.","100000075","2473","12/23/2018, 00:00:00","2942.87","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000356 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","469.87","10/27/2019, 00:00:00","EUR"
"300000357","Baleda","100000077","7150.98","05/15/2023, 00:00:00","8509.67","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000357 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1358.69","05/15/2023, 00:00:00","EUR"
"300000358","Compostela","100000064","5087","12/25/2018, 00:00:00","6053.53","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000358 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","966.53","06/01/2028, 00:00:00","EUR"
"300000359","South American IT Company","100000087","936","12/26/2018, 00:00:00","1113.84","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000359 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","177.84","09/04/2019, 00:00:00","EUR"
"300000360","PC Gym Tec","100000079","554.95","12/27/2018, 00:00:00","660.4","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000360 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","105.45","12/20/2018, 00:00:00","EUR"
"300000361","New Line Design","100000058","3930","12/28/2018, 00:00:00","4676.7","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000361 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","746.7","12/03/2021, 00:00:00","EUR"
"300000362","Angeré","100000078","6530.93","12/29/2018, 00:00:00","7771.81","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000362 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1240.88","09/21/2026, 00:00:00","EUR"
"300000363","DelBont Industries","100000048","9929.55","12/30/2018, 00:00:00","11816.17","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000363 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1886.62","10/03/2022, 00:00:00","EUR"
"300000364","Siwusha","100000088","3801","12/31/2018, 00:00:00","4523.19","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000364 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","722.19","08/23/2023, 00:00:00","EUR"
"300000365","Brazil Technologies","100000074","8349","01/01/2019, 00:00:00","9935.31","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000365 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1586.31","06/12/2025, 00:00:00","EUR"
"300000366","Laurent","100000053","3347","05/15/2023, 00:00:00","3982.93","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000366 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","635.93","05/15/2023, 00:00:00","EUR"
"300000367","Quimica Madrilenos","100000068","2739","01/03/2019, 00:00:00","3259.41","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000367 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1210</td>'); document.write('</tr>'); document.write('</table>'); </script>","520.41","03/28/2025, 00:00:00","EUR"
